Date,Open,High,Low,Close,Volume
30/08/21,16775.85,16951.5,16764.85,16931.05,283483108
27/08/21,16642.55,16722.05,16565.6,16705.2,217405743
26/08/21,16627.95,16683.7,16603.4,16636.9,253530997
25/08/21,16654,16712.45,16617.5,16634.65,265920141
24/08/21,16561.4,16647.1,16495.3,16624.6,275362819
23/08/21,16592.25,16592.5,16395.7,16496.45,275597782
20/08/21,16382.5,16509.55,16376.05,16450.5,350819323
18/08/21,16691.95,16701.85,16535.85,16568.85,251796822
17/08/21,16545.25,16628.55,16495.4,16614.6,297388470
16/08/21,16518.4,16589.4,16480.75,16563.05,254049330
13/08/21,16385.7,16543.6,16376.3,16529.1,321866286
12/08/21,16303.65,16375.5,16286.9,16364.4,280181324
11/08/21,16327.3,16338.75,16162.55,16282.25,277895886
10/08/21,16274.8,16359.25,16202.25,16280.1,287989486
09/08/21,16281.35,16320.75,16179.05,16258.25,240452917
06/08/21,16304.4,16336.75,16223.3,16238.2,320087281
05/08/21,16288.95,16349.45,16210.3,16294.6,418174517
04/08/21,16195.25,16290.2,16176.15,16258.8,427337644
03/08/21,15951.55,16146.9,15914.35,16130.75,341289658
02/08/21,15874.9,15892.9,15834.65,15885.15,244847433
30/07/21,15800.6,15862.8,15744.85,15763.05,400021237
29/07/21,15762.7,15817.35,15737.8,15778.45,401584915
28/07/21,15761.55,15767.5,15513.45,15709.4,318601589
27/07/21,15860.5,15881.55,15701,15746.45,311012065
26/07/21,15849.3,15893.35,15797,15824.45,267076679
23/07/21,15856.8,15899.8,15768.4,15856.05,294098244
22/07/21,15736.6,15834.8,15726.4,15824.05,265250867
20/07/21,15703.95,15728.45,15578.55,15632.1,274284165
19/07/21,15754.5,15836.9,15707.5,15752.4,242131813
16/07/21,15958.35,15962.25,15882.6,15923.4,276298105
15/07/21,15872.15,15952.35,15855,15924.2,284851049
14/07/21,15808.7,15877.35,15764.2,15853.95,239924352
13/07/21,15794,15820.8,15744.6,15812.35,246676549
12/07/21,15766.8,15789.2,15644.75,15692.6,216272488
09/07/21,15688.25,15730.85,15632.75,15689.8,243249366
08/07/21,15855.4,15885.75,15682.9,15727.9,307928495
07/07/21,15819.6,15893.55,15779.7,15879.65,329308646
06/07/21,15813.75,15914.2,15801,15818.25,391410742
05/07/21,15793.4,15845.95,15762.05,15834.35,207032153
02/07/21,15705.85,15738.35,15635.95,15722.2,254808999
01/07/21,15755.05,15755.55,15667.05,15680,224921644
30/06/21,15776.9,15839.1,15708.75,15721.5,262386323
29/06/21,15807.5,15835.9,15724.05,15748.45,360334724
28/06/21,15915.35,15915.65,15792.15,15814.7,255099272
25/06/21,15839.35,15870.8,15772.3,15860.35,314614380
24/06/21,15737.3,15821.4,15702.7,15790.45,316662241
23/06/21,15862.8,15862.95,15673.95,15686.95,287537000
22/06/21,15840.5,15895.75,15752.1,15772.75,322238000
21/06/21,15525.85,15765.15,15505.65,15746.5,351530000
18/06/21,15756.5,15761.5,15450.9,15683.35,640821642
17/06/21,15648.3,15769.35,15616.75,15691.4,357649243
16/06/21,15847.5,15880.85,15742.6,15767.55,340191175
15/06/21,15866.95,15901.6,15842.4,15869.25,323262818
14/06/21,15791.4,15823.05,15606.5,15811.85,392862037
11/06/21,15796.45,15835.55,15749.8,15799.35,363011297
10/06/21,15692.1,15751.25,15648.5,15737.75,298297041
09/06/21,15766.3,15800.45,15566.9,15635.35,457855735
08/06/21,15773.9,15778.8,15680,15740.1,378164658
07/06/21,15725.1,15773.45,15678.1,15751.65,393970049
04/06/21,15712.5,15733.6,15622.35,15670.25,414162241
03/06/21,15655.55,15705.1,15611,15690.35,410240584
02/06/21,15520.35,15597.45,15459.85,15576.2,428641666
01/06/21,15629.65,15660.75,15528.3,15574.85,409562322
31/05/21,15437.75,15606.35,15374,15582.8,435999456
28/05/21,15421.2,15469.65,15394.75,15435.65,455582440
27/05/21,15323.95,15384.55,15272.5,15337.85,682374351
26/05/21,15257.05,15319.9,15194.95,15301.45,377682051
25/05/21,15291.75,15293.85,15163.4,15208.45,417323446
24/05/21,15211.35,15256.25,15145.45,15197.7,566722866
21/05/21,14987.8,15190,14985.85,15175.3,557730470
20/05/21,15042.6,15069.8,14884.9,14906.05,467455658
19/05/21,15058.6,15133.4,15008.85,15030.15,563293717
18/05/21,15067.2,15137.25,15043.7,15108.1,571923125
17/05/21,14756.25,14938,14725.35,14923.15,534516176
14/05/21,14749.4,14749.65,14591.9,14677.8,602738614
12/05/21,14823.55,14824.05,14649.7,14696.5,620318215
11/05/21,14789.7,14900,14771.4,14850.75,616204478
10/05/21,14928.25,14966.9,14892.5,14942.35,510598577
07/05/21,14816.85,14863.05,14765.5,14823.15,483677266
06/05/21,14668.35,14743.9,14611.5,14724.8,445281496
05/05/21,14604.15,14637.9,14506.6,14617.85,437261063
04/05/21,14687.25,14723.4,14461.5,14496.5,479657079
03/05/21,14481.05,14673.85,14416.25,14634.15,443410846
30/04/21,14747.35,14855.45,14601.7,14631.1,594744498
29/04/21,14979,15044.35,14814.45,14894.9,511466673
28/04/21,14710.5,14890.25,14694.95,14864.55,453990807
27/04/21,14493.8,14667.55,14484.85,14653.05,442211685
26/04/21,14449.45,14557.5,14421.3,14485,448533329
23/04/21,14326.35,14461.15,14273.3,14341.35,476613608
22/04/21,14219.15,14424.75,14151.4,14406.15,516985252
20/04/21,14526.7,14526.95,14207.3,14296.4,456704716
19/04/21,14306.6,14382.3,14191.4,14359.45,503142904
16/04/21,14599.6,14697.7,14559,14617.85,568568743
15/04/21,14522.4,14597.55,14353.2,14581.45,556851211
13/04/21,14364.9,14528.9,14274.9,14504.8,588666016
12/04/21,14644.65,14652.5,14248.7,14310.8,638475842
09/04/21,14882.65,14918.45,14785.65,14834.85,498347599
08/04/21,14875.65,14984.15,14821.1,14873.8,503728173
07/04/21,14716.45,14879.8,14649.85,14819.05,476382016
06/04/21,14737,14779.1,14573.9,14683.5,474211156
05/04/21,14837.7,14849.85,14459.5,14637.8,500476690
01/04/21,14798.4,14883.2,14692.45,14867.35,430028476
31/03/21,14811.85,14813.75,14670.25,14690.7,436874691
30/03/21,14628.5,14876.3,14617.6,14845.1,594520567
26/03/21,14506.3,14572.9,14414.25,14507.3,481000845
25/03/21,14570.9,14575.6,14264.4,14324.9,606820996
24/03/21,14712.45,14752.35,14535,14549.4,456403503
23/03/21,14768.55,14878.6,14707,14814.75,474150088
22/03/21,14736.3,14763.9,14597.85,14736.4,458997059
19/03/21,14471.15,14788.25,14350.1,14744,919178208
18/03/21,14855.5,14875.2,14478.6,14557.85,542216908
17/03/21,14946.55,14956.55,14696.05,14721.3,479352147
16/03/21,14996.1,15051.6,14890.65,14910.45,437651327
15/03/21,15048.4,15048.4,14745.85,14929.5,467473367
12/03/21,15321.15,15336.3,14953.6,15030.95,493238854
10/03/21,15202.15,15218.45,15100.85,15174.8,404585756
09/03/21,15049.9,15126.85,14925.45,15098.4,675271251
08/03/21,15002.45,15111.15,14919.9,14956.2,580308065
05/03/21,14977.95,15092.35,14862.1,14938.1,640700362
04/03/21,15026.75,15202.35,14980.2,15080.75,534850447
03/03/21,15064.4,15273.15,14995.8,15245.6,544205583
02/03/21,14865.3,14959.1,14760.8,14919.1,621723916
01/03/21,14702.5,14806.8,14638.55,14761.55,507302977
26/02/21,14888.6,14919.45,14467.75,14529.15,1103644519
25/02/21,15079.85,15176.5,15065.35,15097.35,803883875
24/02/21,14729.15,15008.8,14723.05,14982,403754669
23/02/21,14782.25,14854.5,14651.85,14707.8,744092809
22/02/21,14999.05,15010.1,14635.05,14675.7,609898454
19/02/21,15074.8,15144.05,14898.2,14981.75,712213821
18/02/21,15238.7,15250.75,15078.05,15118.95,770629541
17/02/21,15279.9,15314.3,15170.75,15208.9,504767226
16/02/21,15371.45,15431.75,15242.2,15313.45,648545320
15/02/21,15270.3,15340.15,15243.4,15314.7,455959720
12/02/21,15186.2,15243.5,15081,15163.3,571808807
11/02/21,15073.25,15188.5,15065.4,15173.3,500122414
10/02/21,15119.05,15168.25,14977.2,15106.5,624791133
09/02/21,15164.15,15257.1,15064.3,15109.3,713279133
08/02/21,15064.3,15159.9,15041.05,15115.8,671242694
05/02/21,14952.6,15014.65,14864.75,14924.25,935629058
04/02/21,14789.05,14913.7,14714.75,14895.65,884686415
03/02/21,14754.9,14868.85,14574.15,14789.95,869477087
02/02/21,14481.1,14731.7,14469.15,14647.85,914965225
01/02/21,13758.6,14336.35,13661.75,14281.2,870529495
29/01/21,13946.6,13966.85,13596.75,13634.6,753206122
28/01/21,13810.4,13898.25,13713.25,13817.55,637871621
27/01/21,14237.95,14237.95,13929.3,13967.5,660711117
25/01/21,14477.8,14491.1,14218.6,14238.9,618631493
22/01/21,14583.4,14619.9,14357.75,14371.9,776750347
21/01/21,14730.95,14753.55,14517.25,14590.35,704646957
20/01/21,14538.3,14666.45,14517.55,14644.7,623069963
19/01/21,14371.65,14546.05,14350.85,14521.15,546108304
18/01/21,14453.3,14459.15,14222.8,14281.3,762043554
15/01/21,14594.35,14617.45,14357.85,14433.7,789557216
14/01/21,14550.05,14617.8,14471.5,14595.6,620194977
13/01/21,14639.8,14653.35,14435.7,14564.85,873956688
12/01/21,14473.8,14590.65,14432.85,14563.45,929566952
11/01/21,14474.05,14498.2,14383.1,14484.75,672878543
08/01/21,14258.4,14367.3,14221.65,14347.25,613472067
07/01/21,14253.75,14256.25,14123.1,14137.35,559173512
06/01/21,14240.95,14244.15,14039.9,14146.25,632323316
05/01/21,14075.15,14215.6,14048.15,14199.5,492475349
04/01/21,14104.35,14147.95,13953.75,14132.9,494999295
01/01/21,13996.1,14049.85,13991.35,14018.5,258090905
31/12/20,13970,14024.85,13936.45,13981.75,452410000
30/12/20,13980.9,13997,13864.95,13981.95,380681000
