Item,Open,Close,Volume
0,0.010593290117819676,0.012820860898184266,0.0
1,0.012805964339715856,0.012139092765716092,0.0
2,0.012015509678578382,0.007825250157621172,0.0
3,0.007691962213871889,0.005779945760216718,0.0
4,0.005697860682365982,0.00681768132468151,0.0
5,0.006805694866535927,0.004796510312497171,0.0
6,0.004766681138374487,0.0029865064209887993,0.0
7,0.0030240879081396,0.0006697014398580892,0.0
8,0.00116172882015661,0.0031373400786144923,0.0
9,0.003101935715675866,0.001725537043237968,0.0
10,0.0017156459122415757,0.001834137276728473,0.0
11,0.0017934937197778417,0.0019005040860837763,0.0
12,0.0018563707950955965,0.0014540364595117122,0.0
13,0.0014970732218512889,0.0013756029575463513,0.0
14,0.0013294010210039425,0.0003921675098268046,0.0
15,0.0003443268410257966,0.0017677704673731698,0.0
16,0.0017246283515726935,0.0031675068101396364,0.0
17,0.003122894740781784,0.0063832803907195035,0.0
18,0.006308666556881309,0.009357720119098245,0.0
19,0.009260894950372037,0.00949045373780888,0.0
20,0.00952437983741787,0.00903191941862673,0.0
21,0.008937527134452158,0.010672989613594336,0.0
22,0.010557360360495247,0.010582489419018931,0.0
23,0.011638247226671852,0.009206886461472552,0.0
24,0.009096216895968387,0.009206886461472552,0.0
25,0.009108193481743188,0.010105855060921709,0.0
26,0.010000449121966556,0.009701620858484847,0.0
27,0.009596239352066716,0.010829856617525058,0.0
28,0.010775933050885547,0.011807258718939562,0.0
29,0.01168615356977111,0.011306490975622252,0.0
30,0.011192119406560189,0.01003345490526139,0.0
31,0.009940566193092512,0.009617154010214457,0.0
32,0.009542344716080065,0.009231019846692667,0.0
33,0.009105199335299505,0.008488918251174232,0.0
34,0.0084015749210294,0.009405986889538476,0.0
35,0.00931778373280237,0.009327553387573101,0.0
36,0.009260894950372037,0.009218953154082624,0.0
37,0.009233947632378725,0.009556820547164183,0.0
38,0.009467491054987495,0.012108926034190948,0.0
39,0.011976585774810242,0.010974656928845722,0.0
40,0.01086875159064031,0.011505591403688176,0.0
41,0.011395721364731978,0.013653462688278106,0.0
42,0.013533541925535589,0.014817898525148476,0.0
43,0.01468030001347366,0.015541900081751825,0.0
44,0.015422848331511904,0.016072834556594306,0.0
45,0.01592885908049764,0.015584133505887054,0.0
46,0.015434824917286719,0.015982334362018874,0.0
47,0.015845022980073967,0.01517386595714515,0.0
48,0.015012650268724656,0.014709298291658013,0.0
49,0.014578499034387807,0.013659496034583135,0.0
50,0.0135485126577541,0.013454362260212183,0.0
51,0.013225144841834222,0.011825358757854648,0.0
52,0.011656212105334088,0.012464893466187621,0.0
53,0.0128658472685899,0.011710725178059128,0.0
54,0.011596329176460043,0.009599053971299357,0.0
55,0.009467491054987495,0.007475316071929555,0.0
56,0.007395541715945336,0.006811647978376495,0.0
57,0.006745811937661883,0.007656316461080392,0.0
58,0.007563213916792683,0.004905110545987662,0.0
59,0.004823569920804849,0.005502411830185433,0.0
60,0.005473299699088288,0.00803038393199211,0.0
61,0.007952452954474026,0.009961054749601031,0.0
62,0.009853735946225142,0.009707654204789876,0.0
63,0.009587256912735598,0.00905001945754183,0.0
64,0.009036333967094343,0.010063621636786521,0.0
65,0.009943560339536223,0.00906811949645693,0.0
66,0.008979445184664009,0.0077649166945708975,0.0
67,0.007763821728520748,0.006377247044414475,0.0
68,0.005967333862299223,0.007384815877354137,0.0
69,0.007293740736859455,0.007414982608879281,0.0
70,0.007150021707561724,0.0032459403121049973,0.0
71,0.0031378654730002953,0.0015264366151720443,0.0
72,0.0014850966360764883,0.0004163008950469199,0.0
73,0.00032336781591989217,0.0016410701949675782,0.0
74,0.0016407922511490203,0.002775339300312818,0.0
75,0.002844439121517439,0.0039096084056580716,0.0
76,0.003913349401919258,0.004126808872639082,0.0
77,0.00406904501699179,0.003294207082545214,0.0
78,0.0033744030420528037,0.00198497093435418,0.0
79,0.0019491893348503875,0.0023409383663508115,0.0
80,0.002401305447849472,0.0,0.0
81,0.0,0.0008567351753139552,0.0
